N,Name,Current Price,Change,Change Rate,Volume,Trading Value,Market Cap,Shares,Foreign Ratio,PER,ROE,토론
1220,한투 레버리지일본니케이225선물 ETN(H),"18,895",하락235,-1.23%,0,472,"2,500",0.00,455,N/A,N/A,
1221,우진플라임,"2,360",하락5,-0.21%,500,472,"20,000",1.39,213,-69.41,5.79,
1222,핸즈코퍼레이션,"2,155",하락385,-15.16%,500,471,"21,876",0.20,"337,602",-0.60,-13.54,
1223,인디에프,627,하락17,-2.64%,500,471,"75,113",0.24,"57,026",23.22,-4.27,
1224,HANARO Fn조선해운,"13,075",하락35,-0.27%,0,471,"3,600",0.06,"34,871",N/A,N/A,
1225,삼성 레버리지 금 선물 ETN(H),"47,010",상승55,+0.12%,0,470,"1,000",0.00,400,N/A,N/A,
1226,ACE 미국나스닥100채권혼합액티브,"11,995",하락120,-0.99%,0,468,"3,900",0.03,"10,904",N/A,N/A,
1227,TIGER 200 헬스케어,"21,380",상승190,+0.90%,0,466,"2,180",0.07,"40,436",N/A,N/A,
1228,KODEX 삼성전자채권혼합,"11,360",하락70,-0.61%,0,466,"4,100",0.03,"14,895",N/A,N/A,
1229,KODEX 미국메타버스나스닥액티브,"10,950",하락250,-2.23%,0,465,"4,250",0.77,"1,282",N/A,N/A,
1230,DL이앤씨2우(전환),"21,950",하락50,-0.23%,"5,000",464,"2,112",6.26,355,6.99,N/A,
1231,신풍제약우,"21,050",하락650,-3.00%,500,463,"2,200",0.10,522,-26.44,N/A,
1232,KODEX K-신재생에너지액티브,"17,385",하락85,-0.49%,0,461,"2,650",2.89,"1,952",N/A,N/A,
1233,진양화학,"2,910",하락10,-0.34%,500,460,"15,800",0.27,"1,294",-13.05,-6.45,
1234,한투 인버스2X일본니케이225선물 ETN(H),"18,370",하락100,-0.54%,0,459,"2,500",0.00,"15,204",N/A,N/A,
1235,WOORI 대한민국국고채액티브,"55,865",상승45,+0.08%,0,459,822,0.00,176,N/A,N/A,
1236,SOL 미국S&P500ESG,"14,760",하락215,-1.44%,0,458,"3,100",0.02,"2,285",N/A,N/A,
1237,KODEX 미국S&P500에너지(합성),"13,890",하락100,-0.71%,0,455,"3,274",0.02,92,N/A,N/A,
1238,ACE 8월만기자동연장회사채AA-이상액티브,"10,240",상승10,+0.10%,0,454,"4,430",0.00,1,N/A,N/A,
1239,삼성 미국 대형 성장주 ETN(H),"22,560",보합0,0.00%,0,451,"2,000",0.00,0,N/A,N/A,
1240,신한 레버리지 다우존스지수 선물 ETN(H),"45,000",하락280,-0.62%,0,450,"1,000",0.00,23,N/A,N/A,
1241,TIGER 차이나HSCEI,"8,980",하락110,-1.21%,0,449,"5,000",0.73,"2,169",N/A,N/A,
1242,SOL 미국TOP5채권혼합40 Solactive,"12,410",하락70,-0.56%,0,447,"3,600",0.02,"4,729",N/A,N/A,
1243,SK디스커버리우,"32,850",하락250,-0.76%,"5,000",446,"1,358",4.96,113,8.52,N/A,
1244,SUN&L,"3,530",하락5,-0.14%,"1,000",445,"12,608",0.80,"2,326",-0.30,-82.02,
1245,대림통상,"2,915",상승15,+0.52%,"1,000",444,"15,225",0.76,"3,109",-6.36,-10.58,
1246,KODEX TRF7030,"17,045",하락110,-0.64%,0,443,"2,600",0.00,"10,508",N/A,N/A,
1247,MH에탄올,"5,960",하락70,-1.16%,500,440,"7,379",0.25,"3,328",7.76,6.85,
1248,HANARO 원자력iSelect,"17,210",하락350,-1.99%,0,439,"2,550",0.18,"12,163",N/A,N/A,
1249,HANARO e커머스,"9,235",하락55,-0.59%,0,439,"4,750",0.00,2,N/A,N/A,
1250,한익스프레스,"3,655",하락40,-1.08%,500,439,"12,000",1.76,"21,484",-2.20,-17.84,
1251,삼성 미국 대형 가치주 ETN,"21,775",보합0,0.00%,0,436,"2,000",0.00,0,N/A,N/A,
1252,KODEX TRF5050,"15,005",하락80,-0.53%,0,435,"2,900",0.00,"2,116",N/A,N/A,
1253,체시스,"1,359",하락3,-0.22%,500,435,"32,000",1.53,"54,931",6.15,10.27,
1254,계양전기,"1,584",하락17,-1.06%,500,431,"27,223",1.61,"4,361",-8.04,-1.02,
1255,영화금속,833,상승4,+0.48%,500,430,"51,665",0.62,"3,604",5.87,11.57,
1256,솔루스첨단소재1우,"2,530",하락15,-0.59%,100,428,"16,909",10.52,"5,994",1.08,N/A,
1257,하나 Solactive US Tech Top 10 ETN(H),"21,355",보합0,0.00%,0,427,"2,000",0.00,0,N/A,N/A,
1258,키움 코스피 200 TR ETN,"10,655",하락170,-1.57%,0,426,"4,000",0.00,2,N/A,N/A,
1259,DL우,"25,150",보합0,0.00%,"5,000",424,"1,686",7.62,136,"8,383.33",N/A,
1260,KODEX 미국달러선물인버스,"8,490",상승15,+0.18%,0,421,"4,960",0.00,"43,234",N/A,N/A,
1261,평화홀딩스,"2,870",보합0,0.00%,500,420,"14,625",15.03,538,-23.92,8.00,
1262,미래아이앤지,"1,450",하락59,-3.91%,500,419,"28,879",0.89,"51,284",-3.96,-14.58,
1263,PLUS 고배당주채권혼합,"12,630",상승40,+0.32%,0,417,"3,300",0.00,"16,660",N/A,N/A,
1264,KODEX 인도Nifty50레버리지(합성),"17,675",하락135,-0.76%,0,415,"2,350",0.08,"1,162",N/A,N/A,
1265,N2 S&P500 버퍼10% 9월 ETN,"13,835",보합0,0.00%,0,415,"3,000",0.00,0,N/A,N/A,
1266,메리츠 미국채30년 ETN(H),"8,275",하락10,-0.12%,0,414,"5,000",0.00,49,N/A,N/A,
1267,KOSEF 통안채1년,"105,050",상승25,+0.02%,0,410,390,0.00,98,N/A,N/A,
1268,ACE 포스코그룹포커스,"5,850",상승75,+1.30%,0,410,"7,000",0.06,"42,833",N/A,N/A,
1269,RISE 2차전지TOP10,"11,070",상승190,+1.75%,0,407,"3,675",1.83,"97,695",N/A,N/A,
1270,RISE 금융채액티브,"102,200",상승75,+0.07%,0,406,397,0.00,16,N/A,N/A,
1271,유안타증권우,"3,140",상승35,+1.13%,"5,000",405,"12,912",0.26,473,10.13,N/A,
1272,메타랩스,"1,620",상승20,+1.25%,"2,500",403,"24,905",0.00,"7,230",-4.50,-9.70,
1273,KODEX 미국S&P500배당귀족커버드콜(합성 H),"8,580",하락40,-0.46%,0,403,"4,700",0.02,"1,815",N/A,N/A,
1274,유엔젤,"3,050",하락15,-0.49%,500,402,"13,195",0.78,690,19.06,2.65,
1275,WOORI 단기국공채액티브,"52,450",상승5,+0.01%,0,402,766,0.00,93,N/A,N/A,
1276,ACE 200TR,"23,555",하락280,-1.17%,0,400,"1,700",0.01,961,N/A,N/A,
1277,한투 코스피 양매도 3% OTM ETN,"7,965",보합0,0.00%,0,398,"5,000",0.00,0,N/A,N/A,
1278,RISE 미국S&P500(H),"13,710",하락150,-1.08%,0,398,"2,900",0.03,"3,668",N/A,N/A,
1279,KODEX 미디어&엔터테인먼트,"10,725",하락10,-0.09%,0,397,"3,700",0.00,"1,679",N/A,N/A,
1280,미래산업,"1,273",하락27,-2.08%,500,397,"31,167",1.22,"178,856",-1.67,-39.27,
1281,RISE 글로벌리얼티인컴,"10,430",하락70,-0.67%,0,396,"3,800",0.03,"5,179",N/A,N/A,
1282,ACE 구글밸류체인액티브,"8,705",하락505,-5.48%,0,396,"4,550",0.00,"106,674",N/A,N/A,
1283,TIGER 유로스탁스50(합성 H),"17,585",상승120,+0.69%,0,396,"2,250",0.04,553,N/A,N/A,
1284,ACE 중장기국공채액티브,"104,845",상승115,+0.11%,0,395,377,0.00,6,N/A,N/A,
1285,TIGER 레버리지,"17,780",하락470,-2.58%,0,391,"2,200",3.66,"12,579",N/A,N/A,
1286,TIGER S&P글로벌헬스케어(합성),"24,375",상승35,+0.14%,0,390,"1,600",0.03,506,N/A,N/A,
1287,KODEX 한국대만IT프리미어,"24,360",하락320,-1.30%,0,390,"1,600",0.04,"2,931",N/A,N/A,
1288,에셋플러스 글로벌플랫폼액티브,"8,825",하락210,-2.32%,0,388,"4,400",0.03,"1,182",N/A,N/A,
1289,KODEX 미국달러선물레버리지,"13,850",하락55,-0.40%,0,388,"2,800",0.00,"6,898",N/A,N/A,
1290,세우글로벌,"1,350",상승79,+6.22%,500,388,"28,705",0.61,"64,873",12.98,5.42,
1291,RISE AI&로봇,"7,780",하락50,-0.64%,0,385,"4,950",0.03,"7,591",N/A,N/A,
1292,부산주공,486,보합0,0.00%,500,383,"78,783",4.34,0,-10.12,-24.59,
1293,HANARO 200선물레버리지,"20,095",하락505,-2.45%,0,382,"1,900",0.00,"20,211",N/A,N/A,
1294,SOL 미국AI반도체칩메이커,"9,535",하락485,-4.84%,0,381,"4,000",0.21,"68,425",N/A,N/A,
1295,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,"12,705",하락30,-0.24%,0,381,"3,000",0.00,524,N/A,N/A,
1296,PLUS 미국채30년액티브,"53,310",하락185,-0.35%,0,381,714,0.04,"2,487",N/A,N/A,
1297,유화증권우,"2,175",보합0,0.00%,"1,000",380,"17,476",0.00,10,21.32,N/A,
1298,신한 구리 선물 ETN(H),"18,985",하락230,-1.20%,0,380,"2,000",0.00,1,N/A,N/A,
1299,한국전자홀딩스,803,보합0,0.00%,500,376,"46,803",1.70,881,-26.77,-2.10,
1300,삼성 KRX 금현물 ETN,"18,735",상승10,+0.05%,0,375,"2,000",0.00,71,N/A,N/A,
1301,TIGER 글로벌클라우드컴퓨팅INDXX,"9,550",하락10,-0.10%,0,374,"3,920",0.96,649,N/A,N/A,
1302,메리츠 3X 레버리지 미국채30년 ETN,"62,240",하락465,-0.74%,0,373,600,0.00,"2,702",N/A,N/A,
1303,삼성 미국 대형 가치주 ETN(H),"18,665",보합0,0.00%,0,373,"2,000",0.00,0,N/A,N/A,
1304,신한 금 선물 ETN(H),"18,470",상승35,+0.19%,0,369,"2,000",0.00,"3,546",N/A,N/A,
1305,KB 천연가스 선물 ETN(H),"3,680",상승55,+1.52%,0,368,"10,000",0.00,"21,661",N/A,N/A,
1306,KR모터스,609,보합0,0.00%,500,366,"60,133",42.25,"20,580",-1.66,-59.28,
1307,원림,"15,920",하락60,-0.38%,"5,000",366,"2,298",1.38,9,4.91,6.29,
1308,한투 레버리지 금 선물 ETN,"36,530",보합0,0.00%,0,365,"1,000",0.00,0,N/A,N/A,
1309,형지엘리트,"1,166",하락9,-0.77%,500,363,"31,155",0.52,"16,674",14.95,2.90,
1310,에넥스,604,하락13,-2.11%,500,362,"59,992",0.69,"13,985",-3.47,-47.30,
1311,KODEX 증권,"7,850",상승60,+0.77%,0,361,"4,600",0.39,"10,717",N/A,N/A,
1312,HANARO Fn K-뉴딜디지털플러스,"7,670",상승15,+0.20%,0,360,"4,700",0.00,790,N/A,N/A,
1313,TIGER 인버스,"4,740",상승60,+1.28%,0,360,"7,600",1.66,"194,342",N/A,N/A,
1314,이화산업,"12,800",상승80,+0.63%,"5,000",358,"2,800",0.24,274,-41.56,-1.53,
1315,세기상사,"6,430",하락200,-3.02%,500,357,"5,559",1.24,"11,897",-18.75,-5.81,
1316,ACE 일본반도체,"11,800",하락85,-0.72%,0,354,"3,000",0.20,267,N/A,N/A,
1317,DL이앤씨우,"16,700",하락10,-0.06%,"5,000",353,"2,114",8.32,695,5.32,N/A,
1318,KODEX Top10동일가중,"7,960",하락10,-0.13%,0,350,"4,400",0.00,"1,430",N/A,N/A,
1319,미래에셋 미국 방위산업 TOP3 ETN,"11,565",상승70,+0.61%,0,347,"3,000",0.00,29,N/A,N/A,
1320,RISE 5G테크,"11,170",하락360,-3.12%,0,346,"3,100",0.00,"4,553",N/A,N/A,
1321,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,"34,605","하락1,195",-3.34%,0,346,"1,000",0.00,"1,013",N/A,N/A,
1322,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),"34,330",보합0,0.00%,0,343,"1,000",0.00,0,N/A,N/A,
1323,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,"34,325","하락1,275",-3.58%,0,343,"1,000",0.00,18,N/A,N/A,
1324,RISE 미국반도체NYSE,"14,290",하락605,-4.06%,0,343,"2,400",0.17,"1,101",N/A,N/A,
1325,TIGER 인터넷TOP10,"3,445",하락45,-1.29%,0,343,"9,950",0.01,"46,208",N/A,N/A,
1326,참엔지니어링,402,하락4,-0.99%,500,341,"84,867",0.57,"49,930",-1.68,-34.86,
1327,삼성 블룸버그 레버리지 WTI원유 선물 ETN,"13,580",하락385,-2.76%,0,340,"2,500",0.00,"3,732",N/A,N/A,
1328,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,"13,565",상승350,+2.65%,0,339,"2,500",0.00,"19,721",N/A,N/A,
1329,KOSEF 미국달러선물,"14,695",하락30,-0.20%,0,337,"2,290",0.00,65,N/A,N/A,
1330,코아스,"1,018",상승8,+0.79%,500,335,"32,907",2.88,"49,263",-5.25,-49.95,
1331,국보,"2,110",보합0,0.00%,500,335,"15,856",0.39,0,-0.88,-86.44,
1332,PLUS 미국장기우량회사채,"93,680",하락450,-0.48%,0,334,357,0.00,263,N/A,N/A,
1333,에이엔피,740,하락1,-0.13%,500,334,"45,117",0.00,"10,488",-5.44,-31.64,
1334,RISE 국고채3년,"109,920",보합0,0.00%,0,333,303,0.00,1,N/A,N/A,
1335,메리츠 인버스 천연가스 선물 ETN(H),"33,165",하락575,-1.70%,0,332,"1,000",0.00,4,N/A,N/A,
1336,미래에셋 인버스 천연가스 선물 ETN(H),"33,095",하락505,-1.50%,0,331,"1,000",0.00,11,N/A,N/A,
1337,한성기업,"5,300",하락90,-1.67%,"5,000",329,"6,210",4.88,"8,724",13.80,2.36,
1338,RISE 컨택트대표,"5,800",하락50,-0.85%,0,328,"5,660",0.00,4,N/A,N/A,
1339,KODEX 200ESG,"13,660",하락90,-0.65%,0,328,"2,400",0.00,4,N/A,N/A,
1340,경인전자,"20,850",하락300,-1.42%,"5,000",328,"1,571",10.14,414,5.87,8.60,
1341,DAISHIN343 K200,"36,335",하락460,-1.25%,0,327,900,0.00,2,N/A,N/A,
1342,삼성 레버리지 나스닥 100 ETN,"32,640","하락1,380",-4.06%,0,326,"1,000",0.00,"4,722",N/A,N/A,
1343,WISCOM,"2,110",보합0,0.00%,500,323,"15,326",0.98,"1,734",-13.79,-0.43,
1344,범양건영,"1,300",하락27,-2.03%,"1,000",323,"24,832",0.77,"1,565",-1.21,-13.70,
1345,RISE 미국30년국채커버드콜(합성),"9,765",하락35,-0.36%,0,322,"3,300",0.08,"6,408",N/A,N/A,
1346,SOL 미국30년국채액티브(H),"9,840",하락20,-0.20%,0,320,"3,250",0.05,"38,098",N/A,N/A,
1347,RISE 차이나HSCEI(H),"7,420",상승30,+0.41%,0,319,"4,300",0.02,170,N/A,N/A,
1348,미래에셋 인버스 2X 원유선물혼합 ETN(H),"12,760",상승360,+2.90%,0,319,"2,500",0.00,"3,075",N/A,N/A,
1349,미래에셋 미국 AI TOP3 ETN,"10,595",하락540,-4.85%,0,318,"3,000",0.00,"1,102",N/A,N/A,
1350,RISE 중국본토CSI300,"8,590",상승95,+1.12%,0,318,"3,700",0.00,107,N/A,N/A,
1351,PLUS 미국단기회사채(AAA~A),"118,830",상승155,+0.13%,0,316,266,0.00,8,N/A,N/A,
1352,국동,467,하락1,-0.21%,500,314,"67,328",0.48,"3,029",-2.26,-7.74,
1353,대한방직,"5,930",하락50,-0.84%,"1,000",314,"5,300",0.28,222,-18.77,-2.76,
1354,메리츠 KAP 통안채 6개월 ETN,"52,270",보합0,0.00%,0,314,600,0.00,0,N/A,N/A,
1355,동일제강,"1,536",하락19,-1.22%,500,312,"20,300",0.30,388,-12.49,-2.03,
1356,신한 은 선물 ETN(H),"15,585",하락140,-0.89%,0,312,"2,000",0.00,502,N/A,N/A,
1357,전방,"18,540",하락150,-0.80%,"5,000",311,"1,680",0.21,83,25.47,-9.59,
1358,N2 레버리지 금 선물 ETN(H),"31,120",상승85,+0.27%,0,311,"1,000",0.00,"2,000",N/A,N/A,
1359,ACE 인도네시아MSCI(합성),"10,350",하락45,-0.43%,0,310,"3,000",0.11,"5,168",N/A,N/A,
1360,삼성 레버리지 S&P500 선물 ETN,"31,000",하락635,-2.01%,0,310,"1,000",0.00,33,N/A,N/A,
1361,TIMEFOLIO 코스피액티브,"9,675",상승10,+0.10%,0,310,"3,200",0.08,"5,416",N/A,N/A,
1362,메리츠 레버리지 금 선물 ETN(H),"30,905",보합0,0.00%,0,309,"1,000",0.00,0,N/A,N/A,
1363,KODEX 코스피100,"28,025",하락270,-0.95%,0,308,"1,100",0.01,"1,586",N/A,N/A,
1364,KODEX 건설,"3,325",하락10,-0.30%,0,306,"9,200",0.57,"50,240",N/A,N/A,
1365,대유플러스,241,보합0,0.00%,500,305,"126,455",0.86,0,-0.20,556.76,
1366,윌비스,453,하락5,-1.09%,"1,000",305,"67,236",1.25,"45,169",-2.54,-14.78,
1367,미래에셋 원유선물혼합 ETN(H),"30,375",하락540,-1.75%,0,304,"1,000",0.00,2,N/A,N/A,
1368,한화투자증권우,"6,300",하락100,-1.56%,"5,000",302,"4,800",0.52,"1,006",23.86,N/A,
1369,메리츠 KAP 레버리지 일본 엔화 ETN,"20,110",하락100,-0.49%,0,302,"1,500",0.00,204,N/A,N/A,
1370,미래에셋 인버스 2X 옥수수 선물 ETN,"30,160",보합0,0.00%,0,302,"1,000",0.00,0,N/A,N/A,
1371,한투 일본니케이225선물 ETN(H),"9,960",보합0,0.00%,0,299,"3,000",0.00,0,N/A,N/A,
1372,TIGER 글로벌멀티에셋TIF액티브,"10,670",하락80,-0.74%,0,299,"2,800",0.00,45,N/A,N/A,
1373,KoAct 글로벌기후테크인프라액티브,"11,855",하락240,-1.98%,0,296,"2,500",0.07,"2,407",N/A,N/A,
1374,화인베스틸,961,하락9,-0.93%,500,296,"30,826",0.65,"1,897",-1.53,N/A,
1375,KODEX 미국S&P500금융,"14,800",하락80,-0.54%,0,296,"2,000",0.06,900,N/A,N/A,
1376,KOSEF 미국원유에너지기업,"11,125",하락70,-0.63%,0,295,"2,650",0.09,"19,523",N/A,N/A,
1377,삼성 China A50 선물 ETN(H),"14,710",보합0,0.00%,0,294,"2,000",0.00,0,N/A,N/A,
1378,TIGER 차이나바이오테크SOLACTIVE,"4,800",보합0,0.00%,0,294,"6,120",0.24,"2,241",N/A,N/A,
1379,KODEX 시스템반도체,"9,770",하락425,-4.17%,0,293,"3,000",0.16,"8,955",N/A,N/A,
1380,한투 레버리지 코스닥150선물 ETN,"29,305",하락365,-1.23%,0,293,"1,000",0.00,"1,758",N/A,N/A,
1381,N2 미국 IT TOP5 ETN(H),"41,805","하락1,605",-3.70%,0,293,700,0.00,63,N/A,N/A,
1382,하나 레버리지 코스닥150 선물 ETN,"29,195",하락520,-1.75%,0,292,"1,000",0.00,2,N/A,N/A,
1383,ACE 글로벌인컴TOP10 SOLACTIVE,"10,615",하락5,-0.05%,0,292,"2,750",0.05,"1,156",N/A,N/A,
1384,한투 인버스일본니케이225선물 ETN(H),"9,730",상승25,+0.26%,0,292,"3,000",0.00,129,N/A,N/A,
1385,KODEX 코스피TR,"13,255",하락85,-0.64%,0,292,"2,200",0.00,827,N/A,N/A,
1386,삼성 레버리지 코스피200 선물 ETN,"29,130",하락975,-3.24%,0,291,"1,000",0.00,"3,577",N/A,N/A,
1387,호텔신라우,"38,700",보합0,0.00%,"5,000",291,752,1.56,555,-112.17,N/A,
1388,KODEX 고배당,"10,385",상승20,+0.19%,0,291,"2,800",0.01,"3,984",N/A,N/A,
1389,신한 레버리지 코스피 200 선물 ETN,"29,075","하락1,105",-3.66%,0,291,"1,000",0.00,2,N/A,N/A,
1390,삼성 레버리지 코스닥150 선물 ETN,"29,040",하락455,-1.54%,0,290,"1,000",0.00,"1,896",N/A,N/A,
1391,대신 레버리지 코스닥 150 선물 ETN,"29,010",하락690,-2.32%,0,290,"1,000",0.00,2,N/A,N/A,
1392,세방우,"7,840",하락150,-1.88%,500,289,"3,689",14.64,396,1.80,N/A,
1393,한국ANKOR유전,413,상승4,+0.98%,0,289,"70,020",0.07,"1,305,680",N/A,N/A,
1394,신한 브렌트원유 선물 ETN(H),"14,435",하락75,-0.52%,0,289,"2,000",0.00,1,N/A,N/A,
1395,BYC우,"13,390",상승190,+1.44%,500,288,"2,154",0.00,519,5.28,N/A,
1396,TBH글로벌,"1,380",하락11,-0.79%,500,288,"20,857",1.82,"2,611",12.66,10.93,
1397,KODEX 3대농산물선물(H),"8,130",하락10,-0.12%,0,288,"3,540",0.00,"7,563",N/A,N/A,
1398,KODEX WTI원유선물인버스(H),"4,250",상승55,+1.31%,0,287,"6,750",0.00,"69,912",N/A,N/A,
1399,동원수산,"6,160",하락30,-0.48%,"5,000",287,"4,654",4.58,"2,548",-3.10,-33.44,
1400,KOSEF 글로벌퓨처모빌리티,"10,215",하락30,-0.29%,0,286,"2,800",0.00,6,N/A,N/A,
1401,RISE 미국AI밸류체인TOP3Plus,"9,215",하락240,-2.54%,0,286,"3,100",0.00,"72,239",N/A,N/A,
1402,삼성 코스닥 150 TR ETN,"9,515",하락60,-0.63%,0,285,"3,000",0.00,"74,210",N/A,N/A,
1403,신한 S&P500 VIX S/T 선물 ETN D,"4,750",상승265,+5.91%,0,285,"6,000",0.00,"53,591",N/A,N/A,
1404,KODEX 미국부동산리츠(H),"12,665",하락55,-0.43%,0,285,"2,250",0.04,"70,046",N/A,N/A,
1405,KoAct 글로벌AI&로봇액티브,"12,610",하락290,-2.25%,0,284,"2,250",0.17,708,N/A,N/A,
1406,RISE 미국반도체NYSE(H),"14,170",하락545,-3.70%,0,283,"2,000",0.00,"6,543",N/A,N/A,
1407,신한 레버리지 미국달러 선물 ETN,"14,165",보합0,0.00%,0,283,"2,000",0.00,0,N/A,N/A,
1408,삼성 레버리지 China A50 선물 ETN(H),"28,305",보합0,0.00%,0,283,"1,000",0.00,0,N/A,N/A,
1409,태원물산,"3,720",상승10,+0.27%,500,283,"7,600",2.31,25,1.70,-0.28,
1410,두산퓨얼셀2우B,"9,400",하락110,-1.16%,100,281,"2,986",0.36,13,-72.31,N/A,
1411,TIGER 코스닥150바이오테크,"12,830",상승40,+0.31%,0,280,"2,180",0.04,"9,665",N/A,N/A,
1412,TIGER 구리실물,"10,750",하락80,-0.74%,0,280,"2,600",0.14,"25,777",N/A,N/A,
1413,TIGER 차이나전기차레버리지(합성),"3,155",하락55,-1.71%,0,278,"8,800",0.07,"7,532",N/A,N/A,
1414,KODEX S&P글로벌인프라(합성),"16,290",하락155,-0.94%,0,277,"1,701",0.00,942,N/A,N/A,
1415,성문전자,"1,230",상승11,+0.90%,500,276,"22,461",1.43,"11,342",12.06,-4.84,
1416,TIGER 삼성그룹펀더멘털,"12,435",하락75,-0.60%,0,276,"2,220",0.00,"17,272",N/A,N/A,
1417,이스타코,643,상승1,+0.16%,500,276,"42,852",0.24,"4,516",-6.84,-6.66,
1418,HANARO 글로벌럭셔리S&P(합성),"17,855",하락205,-1.14%,0,275,"1,540",0.00,32,N/A,N/A,
1419,KB 일본 로보틱스 TOP 10 ETN,"13,695",하락15,-0.11%,0,274,"2,000",0.00,48,N/A,N/A,
1420,파워 200,"36,415",하락405,-1.10%,0,273,750,0.00,8,N/A,N/A,
1421,한투 블룸버그 레버리지 WTI원유 선물 ETN,"13,630",하락395,-2.82%,0,273,"2,000",0.00,3,N/A,N/A,
1422,한투 블룸버그 인버스 2X WTI원유 선물 ETN,"13,595",상승340,+2.57%,0,272,"2,000",0.00,"5,791",N/A,N/A,
1423,미래에셋 레버리지 미국 방위산업 TOP3 ETN,"27,155",상승395,+1.48%,0,272,"1,000",0.00,240,N/A,N/A,
1424,PLUS 미국나스닥테크,"31,830",하락890,-2.72%,0,271,850,0.00,630,N/A,N/A,
1425,KODEX 일본TOPIX100,"21,455",상승25,+0.12%,0,270,"1,260",0.03,66,N/A,N/A,
1426,RISE 내수주플러스,"8,545",상승45,+0.53%,0,270,"3,160",0.00,11,N/A,N/A,
1427,KODEX iShares미국하이일드액티브,"10,755",하락5,-0.05%,0,270,"2,510",0.06,"3,468",N/A,N/A,
1428,롯데지주우,"33,500",보합0,0.00%,200,270,806,0.13,0,-12.30,N/A,
1429,금호전기,696,하락10,-1.42%,500,268,"38,485",0.51,"18,374",-1.67,-73.41,
1430,KODEX K-친환경선박액티브,"12,715",하락40,-0.31%,0,267,"2,100",0.13,"3,799",N/A,N/A,
1431,KOSEF 미국나스닥100(H),"15,695",하락305,-1.91%,0,267,"1,700",0.07,"31,289",N/A,N/A,
1432,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"26,645",하락190,-0.71%,0,266,"1,000",0.00,1,N/A,N/A,
1433,우진아이엔에스,"3,495",상승20,+0.58%,500,266,"7,622",0.59,484,-9.58,2.05,
1434,KODEX 글로벌로봇(합성),"16,955",하락190,-1.11%,0,265,"1,565",0.00,"2,755",N/A,N/A,
1435,TIGER TSMC밸류체인FACTSET,"15,150",하락350,-2.26%,0,265,"1,750",2.18,"3,913",N/A,N/A,
1436,하나 인버스 2X 옥수수 선물 ETN(H),"26,500",보합0,0.00%,0,265,"1,000",0.00,0,N/A,N/A,
1437,TIGER 미국달러선물인버스2X,"6,240",상승10,+0.16%,0,262,"4,200",0.00,191,N/A,N/A,
1438,동양고속,"9,020",하락40,-0.44%,"5,000",261,"2,896",0.37,588,-6.73,-4.30,
1439,KODEX 200롱코스닥150숏선물,"9,325",하락10,-0.11%,0,261,"2,800",0.07,451,N/A,N/A,
1440,메리츠 국채30년 ETN,"8,700",보합0,0.00%,0,261,"3,000",0.00,0,N/A,N/A,
1441,비비안,875,하락17,-1.91%,500,261,"29,794",0.72,"12,141",-7.54,-8.44,
1442,대한항공우,"23,450",상승250,+1.08%,"5,000",260,"1,111",0.98,635,7.22,N/A,
1443,메리츠 레버리지 인플레이션 국채 ETN,"12,875",보합0,0.00%,0,258,"2,000",0.00,0,N/A,N/A,
1444,메리츠 미국채10년 ETN(H),"8,565",보합0,0.00%,0,257,"3,000",0.00,749,N/A,N/A,
1445,메리츠 레버리지 국채30년 ETN,"6,415",보합0,0.00%,0,257,"4,000",0.00,4,N/A,N/A,
1446,대교우B,"1,315",보합0,0.00%,500,255,"19,427",2.29,"7,884",-1.90,N/A,
1447,신한 다우존스지수 선물 ETN(H),"25,510",보합0,0.00%,0,255,"1,000",0.00,0,N/A,N/A,
1448,SOL 미국나스닥100,"10,820",하락255,-2.30%,0,254,"2,350",0.02,"21,123",N/A,N/A,
1449,TIGER 글로벌BBIG액티브,"14,610",하락310,-2.08%,0,250,"1,710",0.00,576,N/A,N/A,
1450,KOSEF 국고채10년레버리지,"113,220",보합0,0.00%,0,249,220,0.00,2,N/A,N/A,
1451,KC코트렐,391,상승3,+0.77%,500,249,"63,669",1.23,"70,796",-0.19,-91.69,
1452,TIGER 차이나항셍테크레버리지(합성 H),"4,260",하락165,-3.73%,0,249,"5,840",0.00,"28,489",N/A,N/A,
1453,하이트론,896,상승4,+0.45%,500,247,"27,611",0.20,"12,068",-2.33,-136.62,
1454,RISE 중장기국공채액티브,"107,490",상승5,0.00%,0,245,228,0.00,7,N/A,N/A,
1455,TIGER 200커버드콜ATM,"8,420",보합0,0.00%,0,244,"2,900",0.03,"2,236",N/A,N/A,
1456,미래에셋 1.5X 천연가스 선물 ETN,"9,700",상승250,+2.65%,0,242,"2,500",0.00,"31,146",N/A,N/A,
1457,SOL KIS단기통안채,"108,040",보합0,0.00%,0,242,224,0.00,0,N/A,N/A,
1458,TIGER 200IT레버리지,"34,570","하락1,795",-4.94%,0,242,700,0.00,"3,535",N/A,N/A,
1459,LX하우시스우,"23,350",상승250,+1.08%,"5,000",241,"1,032",13.05,150,3.19,N/A,
